age,education,occupation,gender,hours-per-week,income
59,11th,Craft-repair,Male,20,<=50K
49,Some-college,Handlers-cleaners,Female,40,<=50K
65,HS-grad,?,Male,40,<=50K
31,HS-grad,Craft-repair,Male,50,>50K
53,5th-6th,Craft-repair,Male,40,>50K
44,9th,Machine-op-inspct,Male,40,<=50K
36,Bachelors,Prof-specialty,Male,55,>50K
36,HS-grad,Sales,Female,40,<=50K
37,9th,Machine-op-inspct,Male,50,>50K
63,Bachelors,?,Male,54,>50K
67,HS-grad,Prof-specialty,Female,30,>50K
29,Bachelors,Sales,Male,40,<=50K
52,HS-grad,Sales,Male,40,<=50K
37,HS-grad,Craft-repair,Male,40,<=50K
21,Some-college,Other-service,Female,40,<=50K
36,Some-college,Exec-managerial,Female,38,<=50K
24,HS-grad,Machine-op-inspct,Female,30,<=50K
31,HS-grad,Exec-managerial,Male,40,<=50K
54,HS-grad,Adm-clerical,Female,35,<=50K
44,Bachelors,Tech-support,Male,40,<=50K
18,Some-college,Handlers-cleaners,Male,30,<=50K
41,HS-grad,Transport-moving,Female,40,<=50K
37,Masters,Exec-managerial,Female,70,<=50K
30,HS-grad,Other-service,Male,40,<=50K
26,Bachelors,Prof-specialty,Male,20,<=50K
68,Doctorate,Prof-specialty,Male,50,<=50K
31,Some-college,Sales,Male,40,<=50K
48,HS-grad,Craft-repair,Male,40,<=50K
80,HS-grad,?,Male,8,<=50K
26,Some-college,Machine-op-inspct,Male,40,<=50K
63,9th,Transport-moving,Male,40,<=50K
19,Some-college,Machine-op-inspct,Male,20,<=50K
30,Some-college,?,Female,30,<=50K
42,HS-grad,Sales,Male,60,<=50K
64,Assoc-acdm,Other-service,Male,40,>50K
32,Bachelors,Transport-moving,Male,40,<=50K
50,HS-grad,Craft-repair,Male,47,<=50K
73,HS-grad,Farming-fishing,Male,40,<=50K
32,Bachelors,Prof-specialty,Female,40,<=50K
53,Some-college,Transport-moving,Male,45,>50K
58,Bachelors,Sales,Male,40,<=50K
37,Some-college,Craft-repair,Male,40,>50K
24,Some-college,Craft-repair,Male,15,<=50K
53,Bachelors,Exec-managerial,Male,50,>50K
23,Some-college,Exec-managerial,Female,40,<=50K
42,Assoc-acdm,?,Female,40,<=50K
30,HS-grad,Exec-managerial,Female,40,<=50K
38,Bachelors,Other-service,Female,35,<=50K
28,HS-grad,Craft-repair,Male,40,<=50K
19,12th,Other-service,Female,20,<=50K
45,HS-grad,Machine-op-inspct,Male,40,<=50K
26,Bachelors,Adm-clerical,Male,40,<=50K
33,9th,Sales,Female,40,<=50K
29,HS-grad,Farming-fishing,Male,50,<=50K
54,Masters,Exec-managerial,Female,55,>50K
23,Some-college,Exec-managerial,Female,50,<=50K
43,HS-grad,Sales,Male,55,>50K
37,9th,Priv-house-serv,Female,30,<=50K
31,7th-8th,Other-service,Male,40,<=50K
56,12th,Exec-managerial,Male,40,<=50K
25,11th,Craft-repair,Male,40,<=50K
17,11th,Other-service,Female,25,<=50K
37,HS-grad,Adm-clerical,Female,68,<=50K
60,Assoc-voc,Tech-support,Male,40,<=50K
59,Bachelors,Exec-managerial,Female,40,<=50K
59,HS-grad,Craft-repair,Male,40,>50K
46,Prof-school,Prof-specialty,Male,40,>50K
28,HS-grad,?,Male,16,<=50K
33,HS-grad,?,Male,40,<=50K
24,HS-grad,Craft-repair,Male,50,<=50K
29,HS-grad,Other-service,Female,40,>50K
33,Assoc-voc,Other-service,Female,99,<=50K
29,HS-grad,?,Male,40,<=50K
23,Some-college,Protective-serv,Male,40,<=50K
20,Some-college,Adm-clerical,Male,25,<=50K
60,HS-grad,Other-service,Female,44,<=50K
44,10th,Sales,Female,35,<=50K
18,HS-grad,Transport-moving,Male,25,<=50K
52,12th,Other-service,Female,40,<=50K
31,HS-grad,Craft-repair,Male,45,<=50K
30,Bachelors,Prof-specialty,Female,55,>50K
33,HS-grad,Handlers-cleaners,Male,40,<=50K
20,Some-college,Other-service,Female,32,<=50K
27,Bachelors,?,Female,35,>50K
33,Assoc-voc,Adm-clerical,Female,50,<=50K
25,HS-grad,Other-service,Female,35,<=50K
63,HS-grad,Craft-repair,Female,20,<=50K
63,Some-college,Exec-managerial,Male,35,<=50K
43,HS-grad,Sales,Female,30,<=50K
58,11th,Machine-op-inspct,Female,40,<=50K
70,Assoc-voc,?,Female,35,<=50K
35,Assoc-voc,Adm-clerical,Female,40,>50K
42,Some-college,Exec-managerial,Male,55,>50K
20,Some-college,Protective-serv,Male,25,<=50K
35,HS-grad,Craft-repair,Male,40,<=50K
62,9th,Exec-managerial,Male,40,<=50K
41,HS-grad,Craft-repair,Female,50,<=50K
43,Bachelors,Prof-specialty,Female,35,<=50K
19,12th,Machine-op-inspct,Male,40,<=50K
46,HS-grad,Adm-clerical,Female,40,<=50K
47,Bachelors,Prof-specialty,Male,50,>50K
36,Bachelors,Exec-managerial,Male,40,>50K
45,Assoc-acdm,Adm-clerical,Female,40,<=50K
48,10th,Craft-repair,Male,30,<=50K
29,Assoc-acdm,Adm-clerical,Female,40,<=50K
48,Bachelors,Exec-managerial,Male,40,>50K
36,HS-grad,Sales,Female,25,<=50K
58,11th,Craft-repair,Male,40,<=50K
43,HS-grad,Adm-clerical,Female,40,<=50K
59,Bachelors,Craft-repair,Male,4,<=50K
42,Bachelors,Exec-managerial,Male,40,<=50K
33,Assoc-voc,Tech-support,Male,40,>50K
23,Some-college,Armed-Forces,Male,40,<=50K
21,Some-college,Handlers-cleaners,Male,25,<=50K
48,5th-6th,Machine-op-inspct,Female,40,<=50K
32,HS-grad,Craft-repair,Male,40,<=50K
31,Some-college,Adm-clerical,Male,50,>50K
66,Masters,Prof-specialty,Female,40,<=50K
23,Bachelors,Adm-clerical,Male,32,<=50K
52,Some-college,Adm-clerical,Female,35,>50K
17,11th,Handlers-cleaners,Male,15,<=50K
35,Some-college,Sales,Male,43,>50K
39,Doctorate,Prof-specialty,Male,55,>50K
21,Some-college,?,Female,10,<=50K
24,Some-college,Adm-clerical,Female,40,<=50K
45,HS-grad,Other-service,Male,84,>50K
25,HS-grad,Craft-repair,Male,50,<=50K
29,Bachelors,Prof-specialty,Male,40,<=50K
56,Bachelors,Adm-clerical,Male,44,>50K
34,HS-grad,Farming-fishing,Male,40,<=50K
64,HS-grad,Craft-repair,Male,40,>50K
27,HS-grad,Adm-clerical,Male,39,<=50K
47,HS-grad,Machine-op-inspct,Male,40,<=50K
36,Bachelors,Tech-support,Male,42,>50K
44,HS-grad,Machine-op-inspct,Male,40,<=50K
31,HS-grad,Farming-fishing,Female,60,<=50K
23,HS-grad,Adm-clerical,Female,35,<=50K
45,Some-college,Prof-specialty,Male,50,>50K
31,HS-grad,Machine-op-inspct,Male,64,<=50K
45,10th,Craft-repair,Male,60,<=50K
42,HS-grad,Adm-clerical,Female,35,<=50K
33,Assoc-acdm,Prof-specialty,Male,40,>50K
33,Masters,Prof-specialty,Female,40,<=50K
30,Some-college,Adm-clerical,Female,20,>50K
25,Some-college,Machine-op-inspct,Male,42,<=50K
33,Masters,Exec-managerial,Female,32,<=50K
70,Masters,Exec-managerial,Male,8,>50K
22,9th,Transport-moving,Male,40,<=50K
30,Bachelors,Sales,Male,40,>50K
46,Assoc-acdm,Exec-managerial,Male,50,>50K
43,12th,Transport-moving,Male,60,<=50K
37,7th-8th,Machine-op-inspct,Female,25,<=50K
59,Some-college,Exec-managerial,Male,60,>50K
51,HS-grad,Farming-fishing,Male,45,<=50K
47,Bachelors,Exec-managerial,Male,65,<=50K
36,Some-college,Exec-managerial,Male,60,<=50K
73,5th-6th,Prof-specialty,Male,6,<=50K
32,Masters,Prof-specialty,Female,40,<=50K
34,HS-grad,Sales,Male,50,<=50K
51,HS-grad,Transport-moving,Male,40,<=50K
20,HS-grad,Machine-op-inspct,Female,45,<=50K
57,Some-college,Other-service,Male,40,<=50K
19,Some-college,Other-service,Male,20,<=50K
45,12th,Sales,Male,40,>50K
55,10th,Craft-repair,Male,40,<=50K
60,Some-college,Craft-repair,Male,40,<=50K
19,HS-grad,Farming-fishing,Male,40,<=50K
35,HS-grad,Tech-support,Male,40,<=50K
20,HS-grad,Machine-op-inspct,Female,30,<=50K
34,Bachelors,Prof-specialty,Male,15,<=50K
26,Prof-school,Prof-specialty,Male,40,>50K
73,Some-college,Tech-support,Female,40,<=50K
27,Masters,Prof-specialty,Male,55,<=50K
37,Assoc-voc,Farming-fishing,Male,84,<=50K
73,HS-grad,Sales,Male,40,<=50K
46,Assoc-voc,Tech-support,Male,40,>50K
36,HS-grad,Adm-clerical,Male,40,<=50K
54,HS-grad,Farming-fishing,Male,60,>50K
49,11th,Other-service,Male,50,<=50K
68,HS-grad,Farming-fishing,Male,40,<=50K
34,Bachelors,Exec-managerial,Male,50,<=50K
30,Assoc-voc,Prof-specialty,Male,40,<=50K
28,Bachelors,Sales,Male,50,<=50K
28,11th,Exec-managerial,Male,50,>50K
25,Some-college,Other-service,Male,40,<=50K
26,Some-college,Machine-op-inspct,Male,40,<=50K
40,Some-college,Tech-support,Male,55,>50K
32,HS-grad,Adm-clerical,Female,40,<=50K
60,11th,?,Female,20,<=50K
18,12th,Priv-house-serv,Female,30,<=50K
36,Bachelors,Prof-specialty,Male,40,<=50K
26,Bachelors,Prof-specialty,Female,40,<=50K
24,HS-grad,Prof-specialty,Female,45,<=50K
90,HS-grad,Other-service,Male,40,<=50K
20,Some-college,Adm-clerical,Female,40,<=50K
27,Bachelors,Tech-support,Male,50,<=50K
58,Bachelors,Prof-specialty,Female,50,<=50K
37,Masters,Exec-managerial,Male,40,>50K
65,HS-grad,?,Female,75,<=50K
28,HS-grad,Exec-managerial,Male,40,<=50K
36,Bachelors,Prof-specialty,Female,60,<=50K
45,HS-grad,Craft-repair,Male,40,>50K
23,HS-grad,Sales,Male,48,<=50K
69,HS-grad,Exec-managerial,Male,35,<=50K
58,HS-grad,Exec-managerial,Male,40,<=50K
22,HS-grad,Adm-clerical,Male,20,<=50K
58,Bachelors,Farming-fishing,Male,35,<=50K
53,Some-college,Protective-serv,Male,60,>50K
44,HS-grad,Farming-fishing,Male,60,<=50K
31,10th,Other-service,Male,40,<=50K
46,Bachelors,Machine-op-inspct,Female,40,<=50K
48,HS-grad,Other-service,Male,40,<=50K
46,Some-college,Adm-clerical,Female,40,<=50K
43,9th,Machine-op-inspct,Female,40,<=50K
43,Some-college,Adm-clerical,Female,40,<=50K
17,10th,Sales,Male,15,<=50K
20,Some-college,Sales,Male,40,<=50K
22,Some-college,Prof-specialty,Female,35,<=50K
19,Some-college,?,Male,35,<=50K
35,Some-college,Other-service,Female,40,<=50K
29,Bachelors,Tech-support,Male,40,<=50K
18,Some-college,?,Female,40,<=50K
25,HS-grad,Craft-repair,Male,35,<=50K
54,10th,Machine-op-inspct,Male,40,<=50K
23,Some-college,Sales,Female,16,<=50K
36,5th-6th,Priv-house-serv,Female,35,<=50K
26,HS-grad,Craft-repair,Male,50,<=50K
25,HS-grad,Other-service,Male,40,<=50K
46,9th,Other-service,Female,40,<=50K
41,Some-college,Craft-repair,Female,50,<=50K
31,HS-grad,Prof-specialty,Male,40,<=50K
48,Masters,Prof-specialty,Male,40,>50K
52,Masters,Exec-managerial,Female,50,<=50K
22,HS-grad,Handlers-cleaners,Male,43,<=50K
18,HS-grad,Craft-repair,Male,25,<=50K
46,Some-college,Adm-clerical,Female,40,<=50K
34,Some-college,Protective-serv,Male,40,<=50K
30,HS-grad,Armed-Forces,Male,48,<=50K
31,11th,Other-service,Male,40,<=50K
21,HS-grad,Craft-repair,Male,40,<=50K
41,HS-grad,Sales,Male,45,<=50K
45,Bachelors,Exec-managerial,Male,60,>50K
30,Bachelors,Adm-clerical,Male,40,<=50K
21,9th,Other-service,Male,35,<=50K
44,Some-college,Sales,Female,46,<=50K
54,11th,Craft-repair,Female,50,>50K
36,HS-grad,Craft-repair,Male,40,>50K
50,Bachelors,Exec-managerial,Male,50,>50K
26,Bachelors,Prof-specialty,Female,35,<=50K
47,Prof-school,Prof-specialty,Male,35,<=50K
36,HS-grad,Other-service,Male,37,<=50K
32,Some-college,Sales,Male,60,<=50K
21,10th,Other-service,Female,35,<=50K
30,HS-grad,Sales,Male,45,<=50K
34,HS-grad,Priv-house-serv,Female,40,<=50K
51,HS-grad,Craft-repair,Male,45,<=50K
55,10th,Transport-moving,Male,50,<=50K
43,Some-college,Adm-clerical,Male,40,<=50K
37,HS-grad,Handlers-cleaners,Male,30,<=50K
28,Some-college,Exec-managerial,Female,40,<=50K
39,Some-college,Prof-specialty,Male,50,<=50K
35,HS-grad,Craft-repair,Male,40,<=50K
59,Masters,?,Male,20,<=50K
26,HS-grad,Craft-repair,Male,36,<=50K
68,HS-grad,Adm-clerical,Male,40,<=50K
46,Prof-school,Prof-specialty,Male,40,>50K
21,HS-grad,Other-service,Male,37,<=50K
23,Some-college,Sales,Female,20,<=50K
17,10th,Sales,Female,30,<=50K
23,HS-grad,Other-service,Female,40,<=50K
34,HS-grad,Adm-clerical,Male,15,<=50K
33,Assoc-acdm,Prof-specialty,Female,40,<=50K
31,Assoc-acdm,Transport-moving,Male,45,<=50K
31,Bachelors,?,Female,30,<=50K
56,HS-grad,Sales,Male,40,<=50K
21,HS-grad,Adm-clerical,Female,40,<=50K
45,HS-grad,Adm-clerical,Female,40,<=50K
41,Bachelors,Exec-managerial,Male,40,>50K
26,10th,Handlers-cleaners,Female,30,<=50K
41,11th,Other-service,Female,40,<=50K
46,Masters,Exec-managerial,Male,55,>50K
47,HS-grad,Adm-clerical,Female,40,<=50K
43,Prof-school,Prof-specialty,Male,60,>50K
35,HS-grad,Sales,Male,45,<=50K
44,HS-grad,Sales,Male,50,<=50K
58,Bachelors,Exec-managerial,Male,30,>50K
25,Assoc-acdm,Tech-support,Female,25,<=50K
44,Assoc-voc,Craft-repair,Male,40,<=50K
57,Some-college,Craft-repair,Male,42,<=50K
24,Some-college,Handlers-cleaners,Male,40,<=50K
38,Bachelors,Adm-clerical,Female,50,<=50K
33,7th-8th,Handlers-cleaners,Male,35,<=50K
25,Some-college,Prof-specialty,Female,40,<=50K
33,HS-grad,Machine-op-inspct,Male,84,>50K
50,Some-college,Protective-serv,Male,52,>50K
35,HS-grad,Sales,Male,50,>50K
36,Bachelors,Adm-clerical,Male,55,>50K
27,Some-college,Other-service,Female,40,<=50K
22,Assoc-voc,Craft-repair,Male,50,<=50K
30,HS-grad,Transport-moving,Male,40,<=50K
90,Masters,Exec-managerial,Female,40,<=50K
39,HS-grad,Other-service,Male,40,<=50K
34,Bachelors,Prof-specialty,Male,45,<=50K
39,Bachelors,Exec-managerial,Male,60,>50K
19,Some-college,Other-service,Female,4,<=50K
19,10th,Craft-repair,Male,40,<=50K
29,HS-grad,Craft-repair,Male,40,<=50K
66,Assoc-acdm,Craft-repair,Male,30,<=50K
38,Some-college,Tech-support,Male,45,<=50K
44,5th-6th,Handlers-cleaners,Male,40,<=50K
34,7th-8th,Craft-repair,Male,40,<=50K
35,Assoc-acdm,Exec-managerial,Female,40,<=50K
29,Bachelors,Prof-specialty,Male,40,<=50K
22,HS-grad,Transport-moving,Male,40,<=50K
33,Some-college,?,Male,40,<=50K
73,Assoc-voc,Prof-specialty,Male,60,>50K
35,Some-college,Exec-managerial,Male,40,<=50K
41,HS-grad,Handlers-cleaners,Male,40,<=50K
27,Some-college,Other-service,Female,50,<=50K
25,HS-grad,Adm-clerical,Male,50,<=50K
47,Bachelors,Handlers-cleaners,Male,51,>50K
36,Bachelors,Sales,Female,35,>50K
36,1st-4th,Other-service,Female,20,<=50K
25,HS-grad,Tech-support,Female,40,<=50K
37,11th,Transport-moving,Male,65,<=50K
26,Bachelors,Tech-support,Male,40,<=50K
53,Some-college,Exec-managerial,Male,40,<=50K
36,Masters,Prof-specialty,Female,40,<=50K
30,Bachelors,Tech-support,Female,45,>50K
53,Some-college,Other-service,Female,40,<=50K
37,HS-grad,Craft-repair,Male,45,<=50K
41,HS-grad,Craft-repair,Male,40,<=50K
53,Bachelors,Handlers-cleaners,Male,55,<=50K
23,Some-college,Other-service,Male,32,<=50K
28,HS-grad,Farming-fishing,Male,50,<=50K
53,10th,Other-service,Male,40,<=50K
32,HS-grad,Transport-moving,Male,20,>50K
33,Bachelors,Adm-clerical,Female,50,<=50K
27,HS-grad,Sales,Female,32,<=50K
52,Assoc-voc,Craft-repair,Male,40,>50K
31,Some-college,Adm-clerical,Male,55,<=50K
27,Assoc-acdm,Exec-managerial,Female,40,>50K
44,HS-grad,Handlers-cleaners,Female,30,<=50K
37,Masters,Prof-specialty,Male,40,<=50K
39,HS-grad,Craft-repair,Male,60,<=50K
18,12th,Sales,Female,20,<=50K
42,HS-grad,Handlers-cleaners,Male,40,>50K
49,Bachelors,Craft-repair,Male,40,>50K
35,HS-grad,Handlers-cleaners,Female,36,<=50K
43,HS-grad,Transport-moving,Male,99,<=50K
43,Prof-school,Prof-specialty,Male,60,>50K
31,Some-college,Craft-repair,Male,40,>50K
27,Bachelors,Other-service,Male,40,<=50K
46,Some-college,Adm-clerical,Female,40,<=50K
54,HS-grad,Sales,Male,44,<=50K
37,Some-college,Adm-clerical,Male,40,>50K
53,Some-college,Protective-serv,Male,40,>50K
26,Some-college,Adm-clerical,Male,20,<=50K
59,Prof-school,Prof-specialty,Male,55,>50K
36,Some-college,Adm-clerical,Male,40,<=50K
32,HS-grad,Machine-op-inspct,Male,40,>50K
53,Masters,Prof-specialty,Male,40,>50K
26,HS-grad,Adm-clerical,Female,40,<=50K
35,HS-grad,Other-service,Female,40,>50K
48,HS-grad,Exec-managerial,Female,40,<=50K
30,Some-college,Handlers-cleaners,Male,40,<=50K
38,12th,Craft-repair,Male,40,>50K
58,HS-grad,Exec-managerial,Female,10,>50K
44,HS-grad,Transport-moving,Male,32,<=50K
30,Assoc-voc,Prof-specialty,Female,40,<=50K
68,HS-grad,Exec-managerial,Male,10,<=50K
26,Bachelors,Prof-specialty,Female,40,<=50K
26,Bachelors,Prof-specialty,Female,40,<=50K
41,1st-4th,Machine-op-inspct,Male,40,<=50K
43,Bachelors,Prof-specialty,Male,40,>50K
48,Bachelors,Exec-managerial,Male,47,<=50K
55,HS-grad,Sales,Female,37,<=50K
50,Some-college,Exec-managerial,Female,40,<=50K
41,11th,Craft-repair,Male,50,>50K
52,HS-grad,Sales,Male,36,<=50K
24,HS-grad,?,Female,40,<=50K
31,HS-grad,Craft-repair,Male,40,>50K
54,Assoc-voc,Protective-serv,Male,38,>50K
31,Masters,Tech-support,Female,25,<=50K
31,Bachelors,Exec-managerial,Male,50,>50K
47,HS-grad,Craft-repair,Male,40,>50K
40,Assoc-voc,Prof-specialty,Male,40,>50K
46,Some-college,Adm-clerical,Female,48,<=50K
45,HS-grad,Machine-op-inspct,Female,40,<=50K
39,10th,Other-service,Female,25,<=50K
34,Some-college,Adm-clerical,Female,18,<=50K
48,Some-college,?,Male,60,>50K
19,Some-college,?,Female,20,<=50K
56,Some-college,Adm-clerical,Female,40,<=50K
47,HS-grad,Prof-specialty,Female,40,<=50K
35,Some-college,Other-service,Female,40,>50K
25,Some-college,Craft-repair,Male,40,<=50K
43,Bachelors,Prof-specialty,Female,40,<=50K
59,Bachelors,Sales,Male,37,>50K
66,7th-8th,?,Male,10,<=50K
63,7th-8th,Transport-moving,Male,60,>50K
32,Some-college,Transport-moving,Female,37,<=50K
58,Bachelors,?,Female,40,<=50K
43,Assoc-voc,Exec-managerial,Male,50,>50K
27,HS-grad,Adm-clerical,Female,52,<=50K
21,12th,Handlers-cleaners,Male,32,<=50K
44,Some-college,Exec-managerial,Male,60,>50K
40,HS-grad,Craft-repair,Male,60,<=50K
65,HS-grad,Adm-clerical,Female,40,<=50K
50,Some-college,Adm-clerical,Male,45,>50K
18,HS-grad,?,Male,20,<=50K
51,Masters,Prof-specialty,Male,40,>50K
44,Some-college,Adm-clerical,Female,40,<=50K
20,Some-college,Sales,Female,13,<=50K
29,Assoc-voc,Exec-managerial,Male,40,<=50K
50,Assoc-voc,Craft-repair,Male,50,>50K
50,HS-grad,Exec-managerial,Male,40,>50K
43,10th,Adm-clerical,Male,40,<=50K
23,Bachelors,Tech-support,Female,40,<=50K
41,HS-grad,Transport-moving,Male,40,<=50K
30,Some-college,?,Female,30,<=50K
58,Bachelors,Farming-fishing,Male,25,<=50K
50,Assoc-voc,Prof-specialty,Male,40,<=50K
37,Bachelors,Craft-repair,Male,65,>50K
21,HS-grad,Farming-fishing,Male,24,<=50K
33,HS-grad,Sales,Female,20,<=50K
52,Some-college,Adm-clerical,Female,45,<=50K
47,HS-grad,Transport-moving,Male,40,<=50K
45,Bachelors,Sales,Male,45,>50K
34,Some-college,Craft-repair,Male,40,>50K
39,Some-college,Sales,Male,40,>50K
31,Some-college,Other-service,Female,15,<=50K
19,Some-college,?,Male,40,<=50K
45,Some-college,Tech-support,Female,45,<=50K
45,Assoc-voc,Protective-serv,Male,3,<=50K
34,HS-grad,Machine-op-inspct,Male,30,<=50K
27,11th,Sales,Male,35,<=50K
37,HS-grad,Sales,Female,40,<=50K
20,HS-grad,Adm-clerical,Female,20,<=50K
32,Bachelors,Exec-managerial,Male,48,>50K
24,1st-4th,Handlers-cleaners,Male,55,<=50K
39,HS-grad,Handlers-cleaners,Male,40,<=50K
18,Some-college,Sales,Female,30,<=50K
62,Some-college,Farming-fishing,Male,80,<=50K
24,Bachelors,Exec-managerial,Female,40,<=50K
37,HS-grad,Transport-moving,Male,45,<=50K
46,Bachelors,Adm-clerical,Female,25,<=50K
44,HS-grad,Craft-repair,Male,40,<=50K
53,HS-grad,Sales,Male,48,>50K
25,Bachelors,Handlers-cleaners,Male,35,<=50K
44,Prof-school,Machine-op-inspct,Male,45,<=50K
24,Bachelors,Sales,Male,50,<=50K
61,HS-grad,Transport-moving,Male,20,<=50K
45,Masters,Prof-specialty,Female,40,<=50K
33,Some-college,Craft-repair,Male,48,<=50K
48,Bachelors,Prof-specialty,Male,45,>50K
26,HS-grad,Handlers-cleaners,Male,30,<=50K
40,HS-grad,?,Female,32,<=50K
68,Bachelors,Sales,Male,40,>50K
24,HS-grad,Protective-serv,Female,40,<=50K
25,Bachelors,?,Male,60,<=50K
31,Bachelors,Prof-specialty,Female,50,<=50K
55,Some-college,Other-service,Female,38,<=50K
46,Assoc-acdm,Sales,Female,38,<=50K
58,Bachelors,Exec-managerial,Male,38,<=50K
56,HS-grad,Other-service,Female,40,<=50K
45,Bachelors,Adm-clerical,Male,55,>50K
24,Bachelors,Exec-managerial,Male,40,>50K
35,HS-grad,Farming-fishing,Male,56,<=50K
51,HS-grad,Tech-support,Male,40,>50K
47,Prof-school,Prof-specialty,Male,55,>50K
17,11th,Adm-clerical,Female,10,<=50K
21,10th,Prof-specialty,Female,40,<=50K
45,Bachelors,Prof-specialty,Female,40,>50K
42,HS-grad,Sales,Male,50,>50K
56,12th,Other-service,Female,40,<=50K
39,HS-grad,Handlers-cleaners,Male,40,<=50K
31,7th-8th,Machine-op-inspct,Female,40,<=50K
20,Some-college,Tech-support,Male,40,<=50K
65,5th-6th,Farming-fishing,Male,21,<=50K
44,Some-college,Prof-specialty,Male,45,<=50K
33,HS-grad,Craft-repair,Male,40,<=50K
25,Bachelors,Prof-specialty,Male,45,>50K
38,HS-grad,Exec-managerial,Male,50,<=50K
31,10th,Transport-moving,Male,40,<=50K
33,Bachelors,Sales,Male,20,<=50K
49,HS-grad,Other-service,Female,40,<=50K
28,HS-grad,Exec-managerial,Female,40,<=50K
29,HS-grad,Craft-repair,Male,40,<=50K
23,Assoc-voc,Other-service,Male,20,<=50K
37,Bachelors,Prof-specialty,Male,5,>50K
52,Some-college,Prof-specialty,Male,37,>50K
27,HS-grad,Machine-op-inspct,Male,40,<=50K
47,Some-college,Craft-repair,Male,55,>50K
21,HS-grad,Adm-clerical,Female,40,<=50K
41,Bachelors,Adm-clerical,Female,40,>50K
61,Some-college,Adm-clerical,Male,40,>50K
32,Bachelors,Prof-specialty,Male,40,>50K
21,Some-college,Sales,Male,40,<=50K
63,12th,Sales,Male,40,>50K
34,Some-college,Other-service,Male,42,<=50K
21,Assoc-acdm,Tech-support,Male,10,<=50K
44,HS-grad,Other-service,Female,33,<=50K
26,Bachelors,Exec-managerial,Male,35,<=50K
36,Masters,Exec-managerial,Male,50,>50K
39,Bachelors,Prof-specialty,Male,40,>50K
52,HS-grad,Handlers-cleaners,Male,8,<=50K
44,Bachelors,Sales,Male,40,<=50K
42,HS-grad,Prof-specialty,Female,40,<=50K
60,HS-grad,?,Male,50,>50K
31,Bachelors,Prof-specialty,Male,40,<=50K
30,Some-college,Craft-repair,Male,40,<=50K
23,Some-college,Prof-specialty,Female,25,<=50K
81,1st-4th,Other-service,Female,20,<=50K
39,Bachelors,Tech-support,Male,40,<=50K
38,10th,Machine-op-inspct,Female,40,<=50K
21,Some-college,Exec-managerial,Female,38,<=50K
28,HS-grad,Craft-repair,Male,40,<=50K
34,Bachelors,Exec-managerial,Female,40,<=50K
47,HS-grad,Other-service,Female,40,<=50K
36,HS-grad,Craft-repair,Male,50,<=50K
27,HS-grad,Transport-moving,Male,99,<=50K
56,Bachelors,Prof-specialty,Female,52,<=50K
57,HS-grad,Other-service,Female,30,<=50K
42,Some-college,Adm-clerical,Female,38,<=50K
43,HS-grad,Craft-repair,Male,35,<=50K
48,HS-grad,?,Female,32,<=50K
53,HS-grad,Machine-op-inspct,Female,40,<=50K
58,HS-grad,Sales,Female,24,<=50K
19,12th,Other-service,Male,40,<=50K
37,HS-grad,Exec-managerial,Male,46,>50K
41,Some-college,Prof-specialty,Female,15,<=50K
31,7th-8th,Craft-repair,Female,40,<=50K
31,Bachelors,Prof-specialty,Male,35,<=50K
53,HS-grad,Adm-clerical,Male,40,<=50K
19,Some-college,Sales,Male,25,<=50K
56,Doctorate,Prof-specialty,Male,50,>50K
55,Some-college,Adm-clerical,Female,40,>50K
51,5th-6th,Craft-repair,Female,40,<=50K
62,Some-college,Adm-clerical,Female,40,<=50K
43,Some-college,Sales,Male,50,>50K
45,7th-8th,?,Male,48,<=50K
28,HS-grad,Craft-repair,Male,45,<=50K
46,HS-grad,Exec-managerial,Male,40,>50K
62,Bachelors,Prof-specialty,Male,40,<=50K
57,HS-grad,Other-service,Female,30,<=50K
60,Bachelors,Prof-specialty,Female,45,>50K
23,Some-college,Handlers-cleaners,Male,40,<=50K
47,Some-college,Sales,Male,60,>50K
21,Some-college,Adm-clerical,Female,8,<=50K
51,HS-grad,Handlers-cleaners,Male,48,<=50K
61,HS-grad,Handlers-cleaners,Male,40,<=50K
52,Bachelors,Adm-clerical,Female,30,>50K
76,Bachelors,Exec-managerial,Male,40,<=50K
24,Some-college,Handlers-cleaners,Male,39,<=50K
31,Bachelors,Craft-repair,Male,55,<=50K
43,Bachelors,Exec-managerial,Male,50,>50K
58,Some-college,Prof-specialty,Female,40,<=50K
18,Some-college,?,Female,24,<=50K
19,12th,Adm-clerical,Female,25,<=50K
44,Some-college,Exec-managerial,Female,45,<=50K
41,Some-college,Prof-specialty,Male,7,<=50K
21,Some-college,Sales,Male,20,<=50K
40,HS-grad,Handlers-cleaners,Male,35,<=50K
25,Some-college,Other-service,Male,30,<=50K
62,Doctorate,Prof-specialty,Female,40,<=50K
42,HS-grad,Craft-repair,Male,40,<=50K
35,Assoc-voc,Tech-support,Male,40,<=50K
19,HS-grad,Sales,Female,12,<=50K
60,HS-grad,Other-service,Female,40,<=50K
20,HS-grad,Sales,Male,40,<=50K
23,Assoc-acdm,Handlers-cleaners,Male,25,<=50K
18,HS-grad,Adm-clerical,Female,40,<=50K
40,Some-college,Exec-managerial,Male,45,>50K
19,Some-college,Other-service,Female,15,<=50K
51,HS-grad,Prof-specialty,Female,40,<=50K
41,Bachelors,Protective-serv,Male,50,<=50K
